වචනය,"සමාන පදමාලාව"
"තරංග භංගය, තරඞ්ග භංගය","[නා.] තරංග මාලා නැඟී නැඟී පෙරළී යාම; රළ බිඳීම."
"තරංග මාලාව, තරඞ්ග මාලාව","(පාරිභා.) [නා.] රළ පේළිය; තරග වැළ; තරංග පේළිය."
"තරංග යාන්ත්‍රවිද්‍යාව","[නා.] පරමාණුව පිළිබඳ විග්‍රහයේ දී විස්තර විභාග කරන නව විද්‍යා ක්‍රමයක්; විකිරණවල තරංගීබව හදාරන 'ක්වොන්ටම්’ යාන්ත්‍ර විද්‍යාවේ කොටසක්."
"තරංග ලේඛය","(පාරිභා.) [නා.] තරංග සටහන් වන යන්ත්‍රය (=wave recorder)."
"තරංග වර්තනය","(පාරිභා.) [නා.] නොගැඹුරු ජලයේ එයට ආනත ව ගමන් කරන තරංග සමූහයකම ගමන් මඟෙහි වෙනස් වීම (=wave refraction)."
"තරංග ශීර්ෂය","(පාරිභා.) [නා.] තරංගයක් මුදුන (=crest of wave)."
"තරංගන වාදය","(පාරිභා.) [නා.] තරංග මෙන් පැවතීම පිළිබඳ සිද්ධාන්තය (=undulatory theory)."
තරංගනය,"(පාරිභා.) [නා.] රැල්ලක් වශයෙන් පැවතීම; උන්නතාවනත ව පැවතීම (=undulation)."
"තරංගය, තරඞ්ගය","1. [නා.] යම් ස්වාභාවික හේතු කරණ කොට ගෙන සාගර, ගංගා, ජලාශ ආදියේ ජලය උඩට පේළි වශයෙන් නැඟෙමින් බසිමින්, මතුපිට ඇදී යමින් බිඳෙන දියකඳ; ජලකඳ; රළ.
2. (භෞති.) [නා.] උෂ්ණය, ආලෝකය, ශබ්දය, විදුලිය ආදිය එක් දිසාවකට ගමන් කරවීමේ මාධ්‍යය වන ජලය, වායුව වැනි ගලා යන තරලයක අභ්‍යන්තර අංශු චලනය නිසා ඇතිවන රැල්ල.
3. [නා.] කිසියම් වස්තුවක රළ මෙන් එක පෙළට ඇති වන උස් පහත් වීම.
4. [නා.] සාහිත්‍ය කෘතියක කොටස; පරිච්ඡේදය."
තරංගවාදය,"(පාරිභා.) [නා.] තරංග පිළිබඳ වූ න්‍යාය හෙවත් සිද්ධාන්තය (=wave theory)."
තරංගාවලිය,"[නා.] එක පිට එක නඟින රැල්ල; රළ මාලාව."
"තරංගි, තරංගික, තරංගී","[වි.] තරංගවලින් යුක්ත; රැළි සහිත; ගැඹුරට රැළි වැටුණු."
තරංගිකාව,"(පාරිභා.) [නා.] කුඩා තරංගය; කුඩා රැල්ල (=wavelet)."
"තරංගීය ඛාදනය","(පාරිභා.) [නා.] දිය රළින් වෙරළ සේදී යාම; රැල්ල වැදීමෙන් ගොඩබිම සේදී යාම; මූදු කෑම; සමුද්‍ර ඛාදනය (=wave erosion)."
තරක්,"[වි.] තරගකාරී වශයෙන් පවත්නා; තරගකාරී; තරගය පිළිබඳ වූ.
[නා.ප්‍ර.] තරගය; එකිනෙකා පරයා කටයුතු කිරීම."
"තරක් කරනවා","1. [ක්‍රි.] උනුන් පරදවා ජය හෝ වාසි ලබා ගැනීම සඳහා ක්‍රියා කරනවා; තරග කරනවා.
2. [ක්‍රි.] දබර කරනවා; අරගල, ආරවුල් කරනවා."
"තරක් වාසිය","(පාරිභා.) [නා.] වෙළහෙළඳාම් ආදියේ දී තරගයෙන් ලැබෙන වැඩි ලාභය; තරග වෙළඳාමෙන් ලැබෙන වාසිය (=competitive advantage)."
"තරක් වෙනවා","[ක්‍රි.] වාද විවාද වෙනවා; තරග වෙනවා; දබර වෙනවා; ගැටෙනවා."
"තරග කරනවා","[ක්‍රි.] උනුන් පසුබා ජය හෝ වාසි ලබා ගැනීමට ක්‍රියා කරනවා."
තරගය,"[නා.] අනුන් පරදවා තමන් ජය ගැනීමේ අදහසින් කරන ක්‍රියාව; ජයග්‍රහණය සඳහා දෙපක්ෂයක් අතර කෙරෙන ක්‍රීඩා සටන හෝ විවාදය; අන් අයට වඩා තමා ප්‍රමුඛ ව සිටීමේ අපේක්ෂාවෙන් ගෙන යන ක්‍රියාපටිපාටිය."
තරගෙය,"[තරග+ගෙය]
[නා.] සිරගෙය."
තරඟ,"1. [නා.] ශෝභා සහිත ශරීරය; පැහැපත් සිරුර.
2. [නා.] සයුරු ආදියෙහි නැගෙන රළ."
තරඟවැළ,"1. [නා.ප්‍ර.] රළ පෙළ; තරඞ්ග පඞ්ක්තිය; තරඞ්ගාවලිය.
2. (ඡන්ද.) [නා.ප්‍ර.] සිවුපද විරිතක එක් එක් පාදයේ බගණ තුණකින් අනතුරු ව ගුරු අක්ෂර දෙකක් යෙදී සෑදෙන විරිත."
තරච්ඡයා,"[නා.] වලස් වර්ගයට අයත් සිව්පාවකුගේ නාමය; කරබානා වලසා."
තරණ,"1. [වි.] ළමා සහ වැඩිහිටි වයස් සීමා අතර කාලයට අයත්; තරුණ; යොවුන්.
2. [වි.] බාල; ළපටි; නොමේරූ."
තරණය,"1. [නා.] ගංගා, සාගර, කාන්තාර ආදිය හරහා යෑම; එගොඩ වීම: එතෙර වීම; පරතෙරට යෑම.
2. [නා.] දුක්, විපත් බාධක ආදි සසර දුකින් එතරවීම.
3. [නා.] සාගර, ගංගා කාන්තාර ආදියෙන් එතෙර වීමට උපකාර වන නැව්, පහුරු ආදි වූ යාත්‍රා."
"තරණය කරනවා","[ක්‍රි.] එතෙර වෙනවා; පරතෙරට යනවා."
තරණි,"1. [නා.ප්‍ර.] සූර්යයා.
2. [නා.ප්‍ර.] රශ්මිය.
3. [නා.ප්‍ර.] ගමන් මඟ.
4. [නා.ප්‍ර.] සාගර තරණයට උපකාරී වන යාත්‍රාව; නැව.
5. [නා.ප්‍ර.] තඹ."
තරණිපත,"[නා.ප්‍ර.] හිරුගේ ගමන් මග; සූර්යපථය."
තරණිමණ්ඩල,"[නා.ප්‍ර.] හිරු මඬල; සූර්ය බිම්බය."
තරපතර,"[නා.] රැස් කඳ; රශ්මී සමූහය; රශ්මි කදම්බය."
තරපවුරු,"[නා.ප්‍ර.] ආරක්ෂාව සඳහා ගෘහ ආදිය වට කොට බැඳී ශක්තිමත් බැම්ම; තාප්ප බිත්තිය."
"තරප්පිය, තරප්පුව","[නා.] ගෘහ මන්දිරාදියේ උඩුමහලට නැගීමට හා එයින් බැසීමට දැව ආදියෙන් සාදන පඩිපෙළ; පියගැට පෙළ; හිනි පෙළ; සෝපානය."
තරප්පුව,"[වි.] තෘප්තිමත්; සතුටු.
[නා.] ගෘහ මන්දිර ආදියෙහි උඩුමහලට නැගීමට ඇති පඩිපෙළ; පියගැට පෙළ; හිණි පෙළ."
තරපාරු,"[වි.] දැඩි ස්ථීරත්වයෙන් යුතු; තිරසර; ස්ථීරසාර."
තරබාරු,"[වි.] (සිරුර) මහතින් වැඩි වූ; මහතදෙහෙත ඇති; පුෂ්ටිමත්; ස්ථූල."
තරම,"1. [නා.] පමණ; ප්‍රමාණය; ශක්ති ප්‍රමාණය.
2. [නා.] සිතේ පවත්නා ආකාරය; චරිත ස්වභාවය.
[වි.] ගැළපෙන; යෝග්‍ය."
තරමතිරම,"[නා.] පුද්ගලයකුගේ සැබෑ තත්ත්වය; සමාජ තත්ත්වය; තරාතිරම."
තරමල,"[නා.ප්‍ර.] තද මලපුඩුව; දැඩි පාශය."
තරම්පදම්,"1. [නා.ප්‍ර.] ප්‍රමාණය; තරම
2. [නා.ප්‍ර.] තරාතිරම; තත්ත්වය; ස්වභාවය.
3. [නා.ප්‍ර.] සම්පත; වස්තුව."
තරමාන,"[වි.] කඩිනම්; ඉක්මන්; වෙලවි."
තරය,"1. [නා.] වේගය; ඉක්මන.
2. [නා.] ශක්තිය; පරාක්‍රමය."
තරයා,"[නා.] නොසැලෙන සිත් ඇත්තා; නිශ්චිත අරමුණක් ඇති පුද්ගලයා; අධිෂ්ඨාන සම්පන්න තැනැත්තා."
තරයේ,"[ක්‍රි.වි.] දැඩි ව; තදින්."
තරල,"1. [වි.] සෙලවෙන; චංචලවන; ලෙලදෙන.
2. [වි.] දියාරු; ද්‍රාවමය."
"තරල සාරය","[නා.] ඖෂධ ආදියෙන් පෙරා ගන්නා දියර සාරය."
තරලමිණ,"[නා.] විෂ්ණු දෙවියන්ගේ ළපැත්තෙහි පැලඳි මැණික; කෞස්තුභ මාණික්‍යය."
තරලය,"1. [නා.] චංචලවන දේ.
2. [නා.] ගලන ද්‍රව්‍යය; දියර.
3. [නා.] කැඳ."
තරවටුව,"[නා.] තදින් අවවාද කිරීම; සැරවැර කිරීම; තර්ජනය."
තරවෙනවා,"1. [ක්‍රි.] ප්‍රභාවත් වෙනවා; පැහැපත් වෙනවා; ශෝභාවත් වෙනවා.
2. [ක්‍රි.] ස්ථූල වෙනවා; මහත් වෙනවා.
3. [ක්‍රි.] නොසැලී පවතිනවා; නිශ්චලව සිටිනවා."
